"County","County Number","Legislative District","Precinct Number","Polling Location","Address","City","State","Zip Code","Polling Hours","County Auditor Phone"
"Ward","51","04","06","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","07","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","07","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","04","08","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","04","08","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","05","09","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","05","09","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","06","10","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","06","10","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","11","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","11","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","12","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","12","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","13","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","13","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","38","14","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","38","14","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","Berthold Senior Center","309 Main St N","Berthold","ND","58718"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","Burlington City Hall","225 N Wallace St","Burlington","ND","58722"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","Kenmare Memorial Hall","5 3rd St NE","Kenmare","ND","58746"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","Minot Municipal Auditorium-Armory","420 3rd Ave SW","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","Ryder City Hall","260 N Main St","Ryder","ND","58779"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","Sawyer City Hall","104 Dakota Ave ","Sawyer","ND","58781"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","State Fair Center","2005 E Burdick Expy","Minot","ND","58701"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","() - Ext. "
"Ward","51","40","15","Surrey City Hall ","100 Pleasant Ave S","Surrey","ND","58785"," 7:00AM-7:00PM","(701) 857-6420 Ext. "
"Ward","51","40","15","Ward County Admin Building","225 3rd St SE ","Minot","ND","58701"," 7:00AM-7:00PM","() - Ext. "
